VideoID,Title,URL,Topic,Status,Talk By
jOmghQDBats,Ch16 Autobiography of a Yogi (Malayalam) | ഗ്രഹനിലയെ വെല്ലുക | പരമഹംസ യോഗാനന്ദൻ |ഒരു യോഗിയുടെ ആത്മകഥ,https://www.youtube.com/watch?v=jOmghQDBats,YSS|Malayalam|Autobiography of a Yogi |||,,
JLjCPy28wRk,Ch16 Autobiography of a Yogi (Nepali) | ग्रहहरूलाई शान्त पार्नु | परमहंस योगानन्द | योगीको आत्मकथा,https://www.youtube.com/watch?v=JLjCPy28wRk,YSS|Nepali|Autobiography of a Yogi |||,,
8cpAXAoIRZU,Ch16 Autobiography of a Yogi (Tamil) | கோள்களைத்‌ தந்திரத்தால்‌ வெற்றி கொள்ளல் | பரமஹம்ஸ யோகானந்தர்,https://www.youtube.com/watch?v=8cpAXAoIRZU,YSS|Tamil|Autobiography of a Yogi |||,,
Yk_-1TSlpkE,Ch16 Autobiography of a Yogi (Telugu) | గ్రహాల్ని ఓడించడం | పరమహంస యోగానంద | ఒక యోగి ఆత్మకథ,https://www.youtube.com/watch?v=Yk_-1TSlpkE,YSS|Telugu|Autobiography of a Yogi |||,,
FvVGcdHOnPg,Ch16 Autobiography of a Yogi(Gujarati) | ગ્રહોનો પરાભવ | પરમહંસ યોગાનંદ  | યોગી કથામૃત,https://www.youtube.com/watch?v=FvVGcdHOnPg,YSS|Gujarati|Autobiography of a Yogi |||,,
IjlzP-OkIWg,Ch17 Autobiography of a Yogi (Bengali) | শশী ও তিনটি নীলা | পরমহংস যোগানন্দ | যোগী-কথামৃত,https://www.youtube.com/watch?v=IjlzP-OkIWg,YSS|Bengali|Autobiography of a Yogi |||,,
iV9d60u--A4,Ch17 Autobiography of a Yogi (Hindi) | शशि और तीन नीलम | योगी कथामृत | परमहंस योगानन्द,https://www.youtube.com/watch?v=iV9d60u--A4,YSS|Hindi|Autobiography of a Yogi |||,,
ButGQ-b3k6M,Ch17 Autobiography of a Yogi (Kannada) | ಪರಮಹಂಸ ಯೋಗಾನಂದ | ಯೋಗಿಯ ಆತ್ಮಕಥೆ,https://www.youtube.com/watch?v=ButGQ-b3k6M,YSS|Kannada|Autobiography of a Yogi |||,,
PTsx_kDzgww,Ch17 Autobiography of a Yogi (Malayalam) | ശശിയും മൂന്ന് ഇന്ദ്രനീലകല്ലുകളും | പരമഹംസ യോഗാനന്ദൻ |,https://www.youtube.com/watch?v=PTsx_kDzgww,YSS|Malayalam|Autobiography of a Yogi |||,,
a4sWk5IawvM,Ch17 Autobiography of a Yogi (Nepali) | शशी र तीनवटा नीलम | परमहंस योगानन्द | योगीको आत्मकथा,https://www.youtube.com/watch?v=a4sWk5IawvM,YSS|Nepali|Autobiography of a Yogi |||,,
EwUUtEAhKW4,Ch17 Autobiography of a Yogi (Tamil) | சசியும்‌ மூன்று நீலக்‌ கற்களும் | பரமஹம்ஸ யோகானந்தர்,https://www.youtube.com/watch?v=EwUUtEAhKW4,YSS|Tamil|Autobiography of a Yogi |||,,
_tdAxcQzC3Q,"Ch17 Autobiography of a Yogi (Telugu) | శశి, మూడు నీలాలు | పరమహంస యోగానంద | ఒక యోగి ఆత్మకథ",https://www.youtube.com/watch?v=_tdAxcQzC3Q,YSS|Telugu|Autobiography of a Yogi |||,,
Ch4G7HajhwU,Ch17 Autobiography of a Yogi(Gujarati) | શશી અને ત્રણ નીલમ | પરમહંસ યોગાનંદ  | યોગી કથામૃત,https://www.youtube.com/watch?v=Ch4G7HajhwU,YSS|Gujarati|Autobiography of a Yogi |||,,
iTolSq6Ltew,Ch18 Autobiography of a Yogi (Bengali) | জনৈক মুসলমান যাদুকর ( আফজল খাঁ ) | পরমহংস যোগানন্দ,https://www.youtube.com/watch?v=iTolSq6Ltew,YSS|Bengali|Autobiography of a Yogi |||,,
fkhLBViDi3s,Ch18 Autobiography of a Yogi (Hindi) | एक मुस्लिम चमत्कार—प्रदर्शक | योगी कथामृत | परमहंस योगानन्द,https://www.youtube.com/watch?v=fkhLBViDi3s,YSS|Hindi|Autobiography of a Yogi |||,,
RSCguPXY7b4,Ch18 Autobiography of a Yogi (Kannada) | ಮುಸಲ್ಮಾನ ಜಾದೂಗಾರ | ಪರಮಹಂಸ ಯೋಗಾನಂದ | ಯೋಗಿಯ ಆತ್ಮಕಥೆ,https://www.youtube.com/watch?v=RSCguPXY7b4,YSS|Kannada|Autobiography of a Yogi |||,,
HT1blmwTkMA,Ch18 Autobiography of a Yogi (Malayalam)|അത്ഭുതങ്ങൾ പ്രവർത്തിക്കുന്ന മുസ്ലീം ഫക്കീർ|പരമഹംസ യോഗാനന്ദൻ,https://www.youtube.com/watch?v=HT1blmwTkMA,YSS|Malayalam|Autobiography of a Yogi |||,,
ynIlcvqSTNc,Ch18 Autobiography of a Yogi (Nepali) | चमत्कारी मुसलमान | परमहंस योगानन्द | योगीको आत्मकथा,https://www.youtube.com/watch?v=ynIlcvqSTNc,YSS|Nepali|Autobiography of a Yogi |||,,
x4RoywJ156I,Ch18 Autobiography of a Yogi (Tamil) | விந்தை புரியும்‌ ஒரு முஸ்லிம்‌ (அஃப்சல்‌ கான்),https://www.youtube.com/watch?v=x4RoywJ156I,YSS|Tamil|Autobiography of a Yogi |||,,
OnAxM1X2wig,Ch18 Autobiography of a Yogi (Telugu) | మహమ్మదీయ గారడివాడు | పరమహంస యోగానంద | ఒక యోగి ఆత్మకథ,https://www.youtube.com/watch?v=OnAxM1X2wig,YSS|Telugu|Autobiography of a Yogi |||,,
bjQiU4tYyrs,Ch18 Autobiography of a Yogi(Gujarati) | ચમત્કારો બતાવતો મુસ્લિમ (અફઝલખાન) |,https://www.youtube.com/watch?v=bjQiU4tYyrs,YSS|Gujarati|Autobiography of a Yogi |||,,
0wERDDDSWLo,Ch19 Autobiography of a Yogi (Bengali) | কলিকাতাস্থ গুরুদেবের শ্রীরামপুরে আবির্ভাব | যোগী-কথামৃত,https://www.youtube.com/watch?v=0wERDDDSWLo,YSS|Bengali|Autobiography of a Yogi |||,,
ER0oq6r8sJw,"Ch19 Autobiography of a Yogi (Hindi) | मेरे गुरु कोलकाता में, प्रकट होते हैं श्रीरामपुर में",https://www.youtube.com/watch?v=ER0oq6r8sJw,YSS|Hindi|Autobiography of a Yogi |||,,
qBM4o_gzaqk,Ch19 Autobiography of a Yogi (Kannada) | ಪರಮಹಂಸ ಯೋಗಾನಂದ | ಯೋಗಿಯ ಆತ್ಮಕಥೆ,https://www.youtube.com/watch?v=qBM4o_gzaqk,YSS|Kannada|Autobiography of a Yogi |||,,
gdgxR6A_Ees,"Ch19 Autobiography of a Yogi (Nepali) गुरुदेव कोलकातामा, प्रकट हुनुभयो श्रीरामपुरमा! परमहंस योगानन्द",https://www.youtube.com/watch?v=gdgxR6A_Ees,YSS|Nepali|Autobiography of a Yogi |||,,
sBwOUAS6EFM,"Ch19 Autobiography of a Yogi (Tamil) | கல்கத்தாவில்‌ உள்ள என்‌ குரு, செராம்பூரில்‌ தோன்றுகிறார்",https://www.youtube.com/watch?v=sBwOUAS6EFM,YSS|Tamil|Autobiography of a Yogi |||,,
ioNTXtm_JH8,Ch19 Autobiography of a Yogi (Telugu) | పరమహంస యోగానంద | ఒక యోగి ఆత్మకథ,https://www.youtube.com/watch?v=ioNTXtm_JH8,YSS|Telugu|Autobiography of a Yogi |||,,
VeicAIrWSwo,Ch19 Autobiography of a Yogi(Gujarati) | મારા ગુરુ કોલકાતામાં હોવા છતાં સીરામપોરમાં દેખાય છે,https://www.youtube.com/watch?v=VeicAIrWSwo,YSS|Gujarati|Autobiography of a Yogi |||,,
MbA1NoiYxX8,Ch19Autobiography ofaYogi(Malayalam)കൊൽക്കത്തയിലായിരുന്ന ഗുരുദേവൻ ശ്രീരാമപുരത്ത് പ്രത്യക്ഷപ്പെടുന്നു,https://www.youtube.com/watch?v=MbA1NoiYxX8,YSS|Malayalam|Autobiography of a Yogi |||,,
8Soqdj4zyXk,Ch20 Autobiography of a Yogi (Bengali) | কাশ্মীর ভ্রমণে বাধা | পরমহংস যোগানন্দ | যোগী-কথামৃত,https://www.youtube.com/watch?v=8Soqdj4zyXk,YSS|Bengali|Autobiography of a Yogi |||,,
zIgeCo1dqyI,Ch20 Autobiography of a Yogi (Hindi) | कश्मीर—यात्रा में बाधा | योगी कथामृत | परमहंस योगानन्द,https://www.youtube.com/watch?v=zIgeCo1dqyI,YSS|Hindi|Autobiography of a Yogi |||,,
h2xfqKYvgv8,Ch20 Autobiography of a Yogi (Kannada) ನಾವು ಕಾಶ್ಮೀರಕ್ಕೆ ಹೋಗುವುದಿಲ್ಲ | ಪರಮಹಂಸ ಯೋಗಾನಂದ | ಯೋಗಿಯ ಆತ್ಮಕಥೆ,https://www.youtube.com/watch?v=h2xfqKYvgv8,YSS|Kannada|Autobiography of a Yogi |||,,
p1z1SNpwYYs,Ch20 Autobiography of a Yogi (Malayalam) | ഞങ്ങൾ കശ്മീർ സന്ദർശിക്കുന്നില്ല | പരമഹംസ യോഗാനന്ദൻ,https://www.youtube.com/watch?v=p1z1SNpwYYs,YSS|Malayalam|Autobiography of a Yogi |||,,
St27DbTTr_g,Ch20 Autobiography of a Yogi (Nepali) | हामी कश्मीर गएनौँ | परमहंस योगानन्द | योगीको आत्मकथा,https://www.youtube.com/watch?v=St27DbTTr_g,YSS|Nepali|Autobiography of a Yogi |||,,
sdhifXqhd6s,Ch20 Autobiography of a Yogi (Tamil) | நாங்கள்‌ காஷ்மீருக்குச்‌ செல்லவில்லை | பரமஹம்ஸ யோகானந்தர்,https://www.youtube.com/watch?v=sdhifXqhd6s,YSS|Tamil|Autobiography of a Yogi |||,,
3I1TYNgwRdQ,Ch20 Autobiography of a Yogi (Telugu) | మేము కాశ్మీరు వెళ్ళలేదు | పరమహంస యోగానంద | ఒక యోగి ఆత్మకథ,https://www.youtube.com/watch?v=3I1TYNgwRdQ,YSS|Telugu|Autobiography of a Yogi |||,,
hroxBYf6q_8,Ch20 Autobiography of a Yogi(Gujarati)| અમે કાશ્મીરની યાત્રાએ જતા નથી | પરમહંસ યોગાનંદ | યોગી કથામૃત,https://www.youtube.com/watch?v=hroxBYf6q_8,YSS|Gujarati|Autobiography of a Yogi |||,,
5TcjzQs5zbI,Ch21 Autobiography of a Yogi (Bengali) | এবার কাশ্মীর যাত্রা | পরমহংস যোগানন্দ | যোগী-কথামৃত,https://www.youtube.com/watch?v=5TcjzQs5zbI,YSS|Bengali|Autobiography of a Yogi |||,,
Bgqg8alxT24,Ch21 Autobiography of a Yogi (Hindi) | हमारी कश्मीर-यात्रा | योगी कथामृत | परमहंस योगानन्द,https://www.youtube.com/watch?v=Bgqg8alxT24,YSS|Hindi|Autobiography of a Yogi |||,,
hWX_t6Re0SU,Ch21 Autobiography of a Yogi (Kannada) | ನಾವು ಕಾಶ್ಮೀರಕ್ಕೆ ಹೋದೆವು | ಪರಮಹಂಸ ಯೋಗಾನಂದ | ಯೋಗಿಯ ಆತ್ಮಕಥೆ,https://www.youtube.com/watch?v=hWX_t6Re0SU,YSS|Kannada|Autobiography of a Yogi |||,,
0GR8R6hB2_g,Ch21 Autobiography of a Yogi (Malayalam) | ഞങ്ങൾ കശ്മീർ സന്ദർശിക്കുന്നു | പരമഹംസ യോഗാനന്ദൻ |,https://www.youtube.com/watch?v=0GR8R6hB2_g,YSS|Malayalam|Autobiography of a Yogi |||,,
GaBsfonBmuM,Ch21 Autobiography of a Yogi (Nepali) | हामी कश्मीर गयौँ | परमहंस योगानन्द | योगीको आत्मकथा,https://www.youtube.com/watch?v=GaBsfonBmuM,YSS|Nepali|Autobiography of a Yogi |||,,
H2H3BNZ-HWo,Ch21 Autobiography of a Yogi (Tamil) | எங்கள்‌ காஷ்மீரப்‌ பயணம் | பரமஹம்ஸ யோகானந்தர்,https://www.youtube.com/watch?v=H2H3BNZ-HWo,YSS|Tamil|Autobiography of a Yogi |||,,
sKU1e_B2BJU,Ch21 Autobiography of a Yogi (Telugu) | మేము కాశ్మీరు వెళ్ళాం | పరమహంస యోగానంద | ఒక యోగి ఆత్మకథ,https://www.youtube.com/watch?v=sKU1e_B2BJU,YSS|Telugu|Autobiography of a Yogi |||,,
5LcyahVW1oI,Ch21 Autobiography of a Yogi(Gujarati) | અમે કાશ્મીર જઈએ છીએ | પરમહંસ યોગાનંદ  | યોગી કથામૃત,https://www.youtube.com/watch?v=5LcyahVW1oI,YSS|Gujarati|Autobiography of a Yogi |||,,
A4hu3GWV0dg,Ch22 Autobiography of a Yogi (Bengali) | পাষাণ দেবতার হৃদয় | পরমহংস যোগানন্দ | যোগী-কথামৃত,https://www.youtube.com/watch?v=A4hu3GWV0dg,YSS|Bengali|Autobiography of a Yogi |||,,
pCxbQBA10YQ,Ch22 Autobiography of a Yogi (Hindi) | पाषाण प्रतिमा का हृदय | योगी कथामृत | परमहंस योगानन्द,https://www.youtube.com/watch?v=pCxbQBA10YQ,YSS|Hindi|Autobiography of a Yogi |||,,
fXUzOup4K-s,Ch22 Autobiography of a Yogi (Kannada) | ಕಲ್ಲಿನ ವಿಗ್ರಹದ ಹೃದಯ | ಪರಮಹಂಸ ಯೋಗಾನಂದ | ಯೋಗಿಯ ಆತ್ಮಕಥೆ,https://www.youtube.com/watch?v=fXUzOup4K-s,YSS|Kannada|Autobiography of a Yogi |||,,
nQ2h88eFSAc,Ch22 Autobiography of a Yogi (Malayalam) | ഒരു ശിലാവിഗ്രഹത്തിന്റെ ഹൃദയം | പരമഹംസ യോഗാനന്ദൻ |,https://www.youtube.com/watch?v=nQ2h88eFSAc,YSS|Malayalam|Autobiography of a Yogi |||,,
0-2RO_cs-Ks,Ch22 Autobiography of a Yogi (Nepali) | ढुङ्गाको मूर्तिको हृदय | परमहंस योगानन्द | योगीको आत्मकथा,https://www.youtube.com/watch?v=0-2RO_cs-Ks,YSS|Nepali|Autobiography of a Yogi |||,,
GVhR0n9WRPc,Ch22 Autobiography of a Yogi (Tamil) | ஒரு கற்சிலையின்‌ இதயம் | பரமஹம்ஸ யோகானந்தர்,https://www.youtube.com/watch?v=GVhR0n9WRPc,YSS|Tamil|Autobiography of a Yogi |||,,
QcfFhuMiJ5c,Ch22 Autobiography of a Yogi (Telugu) | రాతిబొమ్మ గుండె | పరమహంస యోగానంద | ఒక యోగి ఆత్మకథ,https://www.youtube.com/watch?v=QcfFhuMiJ5c,YSS|Telugu|Autobiography of a Yogi |||,,
x0OH2T12ruk,Ch22 Autobiography of a Yogi(Gujarati) | પાષાણમૂર્તિનું હૈયું | પરમહંસ યોગાનંદ  | યોગી કથામૃત,https://www.youtube.com/watch?v=x0OH2T12ruk,YSS|Gujarati|Autobiography of a Yogi |||,,
VNyaRwlvT9c,Ch23 Autobiography of a Yogi (Bengali) | বিশ্ববিদ্যালয়ের ডিগ্রীলাভ | পরমহংস যোগানন্দ | যোগী-কথামৃত,https://www.youtube.com/watch?v=VNyaRwlvT9c,YSS|Bengali|Autobiography of a Yogi |||,,
rPVd0LblAH4,Ch23 Autobiography of a Yogi (Hindi) | विश्वविद्यालय से उपाधि की प्राप्ति | योगी कथामृत,https://www.youtube.com/watch?v=rPVd0LblAH4,YSS|Hindi|Autobiography of a Yogi |||,,
_7V9nymU8y0,Ch23 Autobiography of a Yogi (Kannada) ವಿಶ್ವವಿದ್ಯಾಲಯದ ಪದವಿಯನ್ನು ಪಡೆದೆ ಪರಮಹಂಸ ಯೋಗಾನಂದ | ಯೋಗಿಯ ಆತ್ಮಕಥೆ,https://www.youtube.com/watch?v=_7V9nymU8y0,YSS|Kannada|Autobiography of a Yogi |||,,
qJQfqf5TcAQ,Ch23 Autobiography of a Yogi (Malayalam) | ഞാൻ സർവകലാശാലാബിരുദം നേടുന്നു | പരമഹംസ യോഗാനന്ദൻ |,https://www.youtube.com/watch?v=qJQfqf5TcAQ,YSS|Malayalam|Autobiography of a Yogi |||,,
b7QjJUDEm3w,Ch23 Autobiography of a Yogi (Nepali) | मैले विश्वविद्यालयको उपाधि पाएँ | परमहंस योगानन्द |,https://www.youtube.com/watch?v=b7QjJUDEm3w,YSS|Nepali|Autobiography of a Yogi |||,,
GUD8eBvrZIk,Ch23 Autobiography of a Yogi (Tamil) | நான்‌ பல்கலைக்‌ கழகப்‌ பட்டம்‌ பெறுகிறேன்| பரமஹம்ஸ யோகானந்தர்,https://www.youtube.com/watch?v=GUD8eBvrZIk,YSS|Tamil|Autobiography of a Yogi |||,,
vElKhXDIUDE,Ch23 Autobiography of a Yogi (Telugu) | విశ్వవిద్యాలయపట్ట ప్రాప్తి | పరమహంస యోగానంద | ఒక యోగి ఆత్మకథ,https://www.youtube.com/watch?v=vElKhXDIUDE,YSS|Telugu|Autobiography of a Yogi |||,,
1UFlgOZ1JJ8,Ch23 Autobiography of a Yogi(Gujarati) | હું વિવિઘાલયની મારી ઉપાધિ પ્રાપ્ત કરું છું |,https://www.youtube.com/watch?v=1UFlgOZ1JJ8,YSS|Gujarati|Autobiography of a Yogi |||,,
aho34je9YYY,Ch24 Autobiography of a Yogi (Bengali) | সন্ন্যাস লইয়া ‘স্বামী’ আখ্যা গ্রহণ | পরমহংস যোগানন্দ,https://www.youtube.com/watch?v=aho34je9YYY,YSS|Bengali|Autobiography of a Yogi |||,,
hgh5dTAuBP4,Ch24 Autobiography of a Yogi (Hindi) | मेरा संन्यास—ग्रहण: स्वामी—संस्थान के अन्तर्गत | योगी कथामृत,https://www.youtube.com/watch?v=hgh5dTAuBP4,YSS|Hindi|Autobiography of a Yogi |||,,
i4zhKg7Ib6g,Ch24 Autobiography of a Yogi (Kannada) | ಪರಮಹಂಸ ಯೋಗಾನಂದ | ಯೋಗಿಯ ಆತ್ಮಕಥೆ,https://www.youtube.com/watch?v=i4zhKg7Ib6g,YSS|Kannada|Autobiography of a Yogi |||,,
buTS81JESVE,Ch24 Autobiography of a Yogi (Malayalam) | ഞാൻ സ്വാമിപരമ്പരയുടെ സന്ന്യാസദീക്ഷ സ്വീകരിക്കുന്നു |,https://www.youtube.com/watch?v=buTS81JESVE,YSS|Malayalam|Autobiography of a Yogi |||,,
emLJCMOJYqk,Ch24 Autobiography of a Yogi (Nepali) | मैले सन्न्यास ग्रहण गरेँ : स्वामी संस्थानअन्तर्गत,https://www.youtube.com/watch?v=emLJCMOJYqk,YSS|Nepali|Autobiography of a Yogi |||,,
TmqVAIIxbXQ,Ch24 Autobiography of a Yogi (Tamil) | நான்‌ ஸ்வாமி பரம்பரையில்‌ சன்னியாசி ஆகிறேன்,https://www.youtube.com/watch?v=TmqVAIIxbXQ,YSS|Tamil|Autobiography of a Yogi |||,,
S0hHEv34Pjg,Ch24 Autobiography of a Yogi (Telugu) | నేను సన్యాసం తీసుకోడం | పరమహంస యోగానంద | ఒక యోగి ఆత్మకథ,https://www.youtube.com/watch?v=S0hHEv34Pjg,YSS|Telugu|Autobiography of a Yogi |||,,
sZqprcl0YHI,Ch24 Autobiography of a Yogi(Gujarati) | હું સ્વામી પદ પ્રાપ્ત કરી સંન્યાસી બનું છું |,https://www.youtube.com/watch?v=sZqprcl0YHI,YSS|Gujarati|Autobiography of a Yogi |||,,
ZAho-aWo3ds,Ch25 Autobiography of a Yogi (Bengali) | ভ্রাতা অনন্ত ও ভগিনী নলিনী | পরমহংস যোগানন্দ | যোগী-কথামৃত,https://www.youtube.com/watch?v=ZAho-aWo3ds,YSS|Bengali|Autobiography of a Yogi |||,,
J8MteTlt-to,Ch25 Autobiography of a Yogi (Hindi) | भाई अनन्त एवं बहन नलिनी | योगी कथामृत | परमहंस योगानन्द,https://www.youtube.com/watch?v=J8MteTlt-to,YSS|Hindi|Autobiography of a Yogi |||,,
9uiCxvHINX8,Ch25 Autobiography of a Yogi (Kannada) | ಅಣ್ಣ ಅನಂತ ಮತ್ತು ತಂಗಿ ನಳಿನಿ | ಪರಮಹಂಸ ಯೋಗಾನಂದ | ಯೋಗಿಯ ಆತ್ಮಕಥೆ,https://www.youtube.com/watch?v=9uiCxvHINX8,YSS|Kannada|Autobiography of a Yogi |||,,
4v7KGwVWV9c,Ch25 Autobiography of a Yogi (Malayalam) | സഹോദരൻ അനന്തനും സഹോദരി നളിനിയും | പരമഹംസ യോഗാനന്ദൻ |,https://www.youtube.com/watch?v=4v7KGwVWV9c,YSS|Malayalam|Autobiography of a Yogi |||,,
XKTI_078YiQ,Ch25 Autobiography of a Yogi (Nepali) | दाजु अनन्त र बहिनी नलिनी | परमहंस योगानन्द | योगीको आत्मकथा,https://www.youtube.com/watch?v=XKTI_078YiQ,YSS|Nepali|Autobiography of a Yogi |||,,
4jc27V0zN4I,Ch25 Autobiography of a Yogi (Tamil) | அண்ணன்‌ அனந்தாவும்‌ தங்கை நளினியும் | பரமஹம்ஸ யோகானந்தர்,https://www.youtube.com/watch?v=4jc27V0zN4I,YSS|Tamil|Autobiography of a Yogi |||,,
pcMVWQWQPlY,Ch25 Autobiography of a Yogi (Telugu) | పరమహంస యోగానంద | ఒక యోగి ఆత్మకథ,https://www.youtube.com/watch?v=pcMVWQWQPlY,YSS|Telugu|Autobiography of a Yogi |||,,
__JriNrQ2xY,Ch25 Autobiography of a Yogi(Gujarati) | ભાઈ અનંત અને બહેન નલિની | પરમહંસ યોગાનંદ  | યોગી કથામૃત,https://www.youtube.com/watch?v=__JriNrQ2xY,YSS|Gujarati|Autobiography of a Yogi |||,,
602IAHY1VCk,Ch26 Autobiography of a Yogi (Bengali) | ক্রিয়াযোগ বিজ্ঞান | পরমহংস যোগানন্দ | যোগী-কথামৃত,https://www.youtube.com/watch?v=602IAHY1VCk,YSS|Bengali|Autobiography of a Yogi |||,,
zQZOZAa01nM,Ch26 Autobiography of a Yogi (Hindi) | क्रियायोग विज्ञान | योगी कथामृत | परमहंस योगानन्द,https://www.youtube.com/watch?v=zQZOZAa01nM,YSS|Hindi|Autobiography of a Yogi |||,,
#NAME?,Ch26 Autobiography of a Yogi (Kannada) | ಕ್ರಿಯಾಯೋಗ ವಿಜ್ಞಾನ | ಪರಮಹಂಸ ಯೋಗಾನಂದ | ಯೋಗಿಯ ಆತ್ಮಕಥೆ,https://www.youtube.com/watch?v=-Lhngh3T-BQ,YSS|Kannada|Autobiography of a Yogi |||,,
Zhx7AnixSsA,Ch26 Autobiography of a Yogi (Malayalam) | ക്രിയായോഗശാസ്ത്രം | പരമഹംസ യോഗാനന്ദൻ |ഒരു യോഗിയുടെ ആത്മകഥ,https://www.youtube.com/watch?v=Zhx7AnixSsA,YSS|Malayalam|Autobiography of a Yogi |||,,
7kiP7rbN79c,Ch26 Autobiography of a Yogi (Nepali) | क्रियायोग विज्ञान | परमहंस योगानन्द | योगीको आत्मकथा,https://www.youtube.com/watch?v=7kiP7rbN79c,YSS|Nepali|Autobiography of a Yogi |||,,
HLADclZWrOM,Ch26 Autobiography of a Yogi (Tamil) | கிரியா யோக விஞ்ஞானம் | பரமஹம்ஸ யோகானந்தர்,https://www.youtube.com/watch?v=HLADclZWrOM,YSS|Tamil|Autobiography of a Yogi |||,,
2Fdc6zONeVg,Ch26 Autobiography of a Yogi (Telugu) | క్రియాయోగశాస్త్రం | పరమహంస యోగానంద | ఒక యోగి ఆత్మకథ,https://www.youtube.com/watch?v=2Fdc6zONeVg,YSS|Telugu|Autobiography of a Yogi |||,,
uozIwWEaMVw,Ch26 Autobiography of a Yogi(Gujarati) | ક્રિયા યોગનું વિજ્ઞાન | પરમહંસ યોગાનંદ  | યોગી કથામૃત,https://www.youtube.com/watch?v=uozIwWEaMVw,YSS|Gujarati|Autobiography of a Yogi |||,,
3lTCMQjd9FE,Ch27 Autobiography of a Yogi (Bengali) | রাঁচিতে যোগবিদ্যালয় স্থাপন | পরমহংস যোগানন্দ | যোগী-কথামৃত,https://www.youtube.com/watch?v=3lTCMQjd9FE,YSS|Bengali|Autobiography of a Yogi |||,,
rDrSmSlAOZU,Ch27 Autobiography of a Yogi (Hindi) | राँची में योग-विद्यालय की स्थापना | योगी कथामृत,https://www.youtube.com/watch?v=rDrSmSlAOZU,YSS|Hindi|Autobiography of a Yogi |||,,
dQr-u8doFac,Ch27 Autobiography of a Yogi (Kannada)| ರಾಂಚಿಯಲ್ಲಿ ಯೋಗಶಾಲೆಯ ಸ್ಥಾಪನೆ | ಪರಮಹಂಸ ಯೋಗಾನಂದ | ಯೋಗಿಯ ಆತ್ಮಕಥೆ,https://www.youtube.com/watch?v=dQr-u8doFac,YSS|Kannada|Autobiography of a Yogi |||,,
yi-yegUZuKU,Ch27 Autobiography of a Yogi (Malayalam) | റാഞ്ചി യോഗവിദ്യാലയസ്ഥാപനം | പരമഹംസ യോഗാനന്ദൻ |,https://www.youtube.com/watch?v=yi-yegUZuKU,YSS|Malayalam|Autobiography of a Yogi |||,,
2KZzYzoSTn0,Ch27 Autobiography of a Yogi (Nepali) | राँचीमा योग विद्यालयको स्थापना | परमहंस योगानन्द |,https://www.youtube.com/watch?v=2KZzYzoSTn0,YSS|Nepali|Autobiography of a Yogi |||,,
GaZWHnEtaco,Ch27 Autobiography of a Yogi (Tamil) | ராஞ்சியில்‌ ஒரு யோக பாடசாலையை நிறுவுதல் | பரமஹம்ஸ யோகானந்தர்,https://www.youtube.com/watch?v=GaZWHnEtaco,YSS|Tamil|Autobiography of a Yogi |||,,
SnwDNSumoSg,Ch27 Autobiography of a Yogi (Telugu) | రాంచీలో యోగవిద్యాలయ స్థాపన | పరమహంస యోగానంద | ఒక యోగి ఆత్మకథ,https://www.youtube.com/watch?v=SnwDNSumoSg,YSS|Telugu|Autobiography of a Yogi |||,,
NrRV4IHAVtE,Ch27 Autobiography of a Yogi(Gujarati) | રાંચીમાં યોગ વિદ્યાલયની સ્થાપના |,https://www.youtube.com/watch?v=NrRV4IHAVtE,YSS|Gujarati|Autobiography of a Yogi |||,,
3q56u1yXgXw,Ch28 Autobiography of a Yogi (Bengali) | কাশীর পুনর্জন্ম ও আবিষ্কার | পরমহংস যোগানন্দ | যোগী-কথামৃত,https://www.youtube.com/watch?v=3q56u1yXgXw,YSS|Bengali|Autobiography of a Yogi |||,,
PlejZL01PZ4,Ch28 Autobiography of a Yogi (Hindi) | काशी का पुनर्जन्म और उसका पता लगना | योगी कथामृत,https://www.youtube.com/watch?v=PlejZL01PZ4,YSS|Hindi|Autobiography of a Yogi |||,,
v3mFIzicXqE,Ch28 Autobiography of a Yogi (Kannada) | ಪರಮಹಂಸ ಯೋಗಾನಂದ | ಯೋಗಿಯ ಆತ್ಮಕಥೆ,https://www.youtube.com/watch?v=v3mFIzicXqE,YSS|Kannada|Autobiography of a Yogi |||,,
v3aBc330zxc,Ch28 Autobiography of a Yogi (Malayalam) | കാശിയുടെ പുനർജനനവും കണ്ടെത്തലും | പരമഹംസ യോഗാനന്ദൻ |,https://www.youtube.com/watch?v=v3aBc330zxc,YSS|Malayalam|Autobiography of a Yogi |||,,
kcvS1-NvuuQ,Ch28 Autobiography of a Yogi (Nepali) | काशीको पुनर्जन्म र फेला पर्नु | परमहंस योगानन्द |,https://www.youtube.com/watch?v=kcvS1-NvuuQ,YSS|Nepali|Autobiography of a Yogi |||,,
#NAME?,Ch28 Autobiography of a Yogi (Tamil) | காசியின்‌ மறுபிறப்பும்‌ அதைக்‌ கண்டறிதலும்,https://www.youtube.com/watch?v=-D_dHzkB2OE,YSS|Tamil|Autobiography of a Yogi |||,,
k-A2lIzhrW8,Ch28 Autobiography of a Yogi (Telugu) | పరమహంస యోగానంద | ఒక యోగి ఆత్మకథ,https://www.youtube.com/watch?v=k-A2lIzhrW8,YSS|Telugu|Autobiography of a Yogi |||,,
